,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
335,Liverpool,Everton,1910,1759,4,0,H,56,53,43,44,54,41,W,5,13,0,8,11,9,1,1,1,0,1,1.73,4,5,2,15,34,W,5
336,Man United,Crystal Palace,1600,1690,2,0,H,40,35,30,42,56,38,W,5,10,0,13,7,10,2,1,2,0,0,1.53,4.33,7,3,18,34,W,5
337,West Ham,Watford,1804,1600,3,1,H,54,32,42,37,53,41,D,3,7,4,11,17,4,2,0,2,0,1,1.57,4.33,6.5,7,18,34,D,3
338,Arsenal,West Brom,1830,1624,2,0,H,56,31,34,40,60,40,D,3,7,1,14,14,2,6,0,1,0,0,1.29,6,13,1,18,34,D,3
339,Aston Villa,Southampton,1718,1693,2,4,A,23,44,64,34,16,50,L,0,7,7,8,9,6,11,2,0,0,0,7.5,4.2,1.53,8,11,34,L,0
340,Bournemouth,Chelsea,1600,1885,1,4,A,41,53,57,46,41,47,L,0,4,4,11,4,10,7,1,0,0,0,3.1,3.5,2.4,18,6,35,L,0
341,Liverpool,Newcastle,1910,1500,2,2,D,58,36,45,62,55,29,D,3,4,3,8,17,5,4,1,1,0,0,1.57,4.5,6,2,4,35,D,3
342,Man City,Stoke,2013,1600,4,0,H,62,37,34,47,61,47,D,3,6,2,8,8,9,4,0,0,0,0,1.3,6,11,18,18,35,D,3
343,Leicester,Swansea,1802,1600,4,0,H,59,34,33,45,73,40,D,3,9,1,15,10,4,6,1,2,0,0,1.75,3.7,5.5,20,18,35,D,3
344,Sunderland,Arsenal,1600,1830,0,0,D,39,58,57,34,31,63,D,3,3,7,10,8,7,7,2,4,0,0,4.5,4,1.8,17,1,35,D,3
345,Tottenham,West Brom,1813,1624,1,1,D,64,31,25,42,68,40,W,5,2,3,8,13,9,7,0,1,0,0,1.22,7,15,9,18,35,W,5
346,Arsenal,Norwich,1830,1600,1,0,H,58,35,34,60,63,31,W,5,3,3,8,7,7,3,1,0,0,0,1.29,6.5,11,1,18,35,W,5
347,Everton,Bournemouth,1759,1600,2,1,H,53,41,48,57,41,41,L,0,5,2,4,8,3,5,1,0,0,0,2,3.8,3.8,15,18,35,L,0
348,Newcastle,Crystal Palace,1500,1690,1,0,H,36,36,62,43,29,39,D,3,4,3,11,12,4,8,2,0,0,0,2,3.6,4,4,18,35,D,3
349,Stoke,Sunderland,1600,1600,1,1,D,37,39,47,57,47,31,L,0,3,5,13,13,2,8,2,2,0,0,2.75,3.3,2.8,18,17,35,L,0
350,Watford,Aston Villa,1600,1718,3,2,H,36,25,42,69,44,16,W,5,6,2,14,10,8,4,2,3,0,1,1.7,3.8,5.75,18,8,36,W,5
351,West Brom,West Ham,1624,1804,0,3,A,32,60,43,43,41,59,D,3,5,4,14,7,8,6,0,0,0,0,4,3.4,2.1,18,7,36,D,3
352,Man United,Leicester,1600,1802,1,1,D,43,63,31,33,60,76,D,3,6,3,16,10,6,5,3,0,0,1,2.1,3.4,3.9,3,20,36,D,3
353,Southampton,Man City,1693,2013,4,2,H,49,66,37,34,54,64,W,5,7,5,12,9,8,2,2,1,0,0,2.8,3.4,2.7,11,18,36,W,5
354,Swansea,Liverpool,1600,1910,3,1,H,34,59,49,48,40,55,L,0,9,3,12,13,4,7,2,2,0,1,3.1,3.5,2.4,18,2,36,L,0
355,Chelsea,Tottenham,1885,1813,2,2,D,55,65,48,26,48,69,D,3,5,5,9,20,7,8,3,9,0,0,2.75,3.6,2.63,6,9,36,D,3
356,Aston Villa,Newcastle,1718,1500,0,0,D,25,38,69,64,16,30,L,0,0,3,8,13,0,5,1,1,0,0,5.75,4.2,1.65,8,4,36,L,0
357,Bournemouth,West Brom,1600,1624,1,1,D,42,32,61,43,41,41,L,0,4,4,5,8,5,3,2,1,0,0,1.95,3.6,4.2,18,18,36,L,0
358,Crystal Palace,Stoke,1690,1600,2,1,H,36,37,45,51,39,47,L,0,4,3,8,18,4,3,2,3,0,0,2.05,3.5,3.9,18,18,36,L,0
359,Leicester,Everton,1802,1759,3,1,H,63,55,33,49,76,44,W,5,8,5,4,12,12,4,0,3,0,0,1.91,4,4,20,15,36,W,5
360,Norwich,Man United,1600,1600,0,1,A,35,44,62,31,31,63,L,0,2,2,11,10,1,6,1,0,0,0,4.5,3.6,1.91,18,3,37,L,0
361,Sunderland,Chelsea,1600,1885,3,2,H,43,57,60,51,35,48,W,5,4,8,11,9,3,3,4,1,0,1,3,3.5,2.45,17,6,37,W,5
362,West Ham,Swansea,1804,1600,1,4,A,61,37,47,50,59,43,L,0,7,6,11,8,13,3,3,0,0,0,1.44,4.75,8,7,18,37,L,0
363,Liverpool,Watford,1910,1600,2,0,H,61,36,48,44,58,44,W,5,5,3,10,15,8,8,1,2,0,0,1.5,4.5,7.5,2,18,37,W,5
364,Man City,Arsenal,2013,1830,2,2,D,68,59,38,34,64,67,L,0,3,2,16,10,7,2,2,1,0,0,2.5,3.6,2.9,18,1,37,L,0
365,Tottenham,Southampton,1813,1693,1,2,A,67,53,28,39,70,57,D,3,6,2,8,16,10,2,0,3,0,0,2.05,3.6,3.9,9,11,37,D,3
366,West Ham,Man United,1804,1600,3,2,H,61,44,47,31,59,63,L,0,6,2,6,18,6,2,1,3,0,0,3,3.5,2.45,7,3,37,L,0
367,Liverpool,Chelsea,1910,1885,1,1,D,61,57,48,51,58,48,W,5,9,7,11,12,7,3,3,1,0,0,2,3.8,3.8,2,6,37,W,5
368,Norwich,Watford,1600,1600,4,2,H,35,36,62,44,31,44,L,0,6,7,8,12,5,1,2,3,0,0,1.83,3.75,4.75,18,18,37,L,0
369,Sunderland,Everton,1600,1759,3,0,H,43,56,60,52,35,44,W,5,8,6,15,7,5,5,1,0,0,0,1.75,4,5,17,15,37,W,5
370,Arsenal,Aston Villa,1830,1718,4,0,H,61,27,36,72,68,17,D,3,7,2,12,6,5,4,0,1,0,0,1.17,9,17,1,8,38,D,3
371,Chelsea,Leicester,1885,1802,1,1,D,58,67,52,35,49,80,D,3,4,5,4,12,7,6,0,0,0,0,2.3,3.75,3.1,6,20,38,D,3
372,Everton,Norwich,1759,1600,3,0,H,56,39,55,64,44,34,L,0,8,2,7,11,4,11,0,0,0,0,1.8,4,4.5,15,18,38,L,0
373,Newcastle,Tottenham,1500,1813,5,1,H,39,68,64,30,34,70,D,3,10,5,7,6,3,8,1,2,1,0,4.5,4,1.8,4,9,38,D,3
374,Southampton,Crystal Palace,1693,1690,4,1,H,55,38,40,47,60,42,W,5,5,4,7,14,2,5,1,2,0,0,1.36,5.5,9,11,18,38,W,5
375,Stoke,West Ham,1600,1804,2,1,H,39,64,54,49,48,62,L,0,4,7,8,12,4,10,3,1,0,0,3.5,3.6,2.15,18,7,38,L,0
376,Swansea,Man City,1600,2013,1,1,D,41,70,51,40,46,65,W,5,1,5,4,19,4,4,1,3,0,0,6,4.75,1.53,18,18,38,W,5
377,Watford,Sunderland,1600,1600,2,2,D,38,46,48,60,44,38,L,0,6,4,11,10,7,4,1,0,0,0,2.05,3.75,3.7,18,17,38,L,0
378,West Brom,Liverpool,1624,1910,1,1,D,33,62,47,49,42,59,D,3,1,3,11,14,7,5,3,1,0,0,2.4,3.6,3,18,2,38,D,3
379,Man United,Bournemouth,1600,1600,3,1,H,46,44,34,64,63,42,L,0,5,0,9,8,7,1,1,0,0,0,1.67,4.2,5.25,3,18,38,L,0
